name	domain	category	rounds	com_status	price	renewal	premium	fed_active	fed_dissolved	fed_total	fed_sample	verdict
Soldroma	soldroma.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Solendrik	solendrik.com	pro_invented_long	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Solendris	solendris.com	latin_long	v6	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Solendros	solendros.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Solenta	solenta.com	enterprise_invented	v2	TAKEN				0	0	0		TAKEN
Solenza	solenza.com	enterprise_invented	v2	TAKEN				0	0	0		TAKEN
Solera	solera.com	tech_mid	v3	TAKEN				0	3	3	SOLERA GROUP INC. (Dissolved by the cor)	TAKEN
Soleska	soleska.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Solesta	solesta.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Solgrid	solgrid.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Solinova	solinova.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Solitheon	solitheon.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Solivity	solivity.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Sollight	sollight.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Solmara	solmara.com	modern_startup	v6	TAKEN				0	0	0		TAKEN
Solmex	solmex.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Solnex	solnex.com	short_invented	v6	TAKEN				0	0	0		TAKEN
Solodex	solodex.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Solometric	solometric.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Solonex	solonex.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Solorant	solorant.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Soloria	soloria.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Solostra	solostra.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Solovaris	solovaris.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Solpath	solpath.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Solpeak	solpeak.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Solprime	solprime.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Solridge	solridge.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Solriver	solriver.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Solsummit	solsummit.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Soltor	soltor.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Solvador	solvador.com	tech_mid	v3	TAKEN				0	0	0		TAKEN
Solvant	solvant.com	pro_invented_short	v1	TAKEN				0	0	0		TAKEN
Solvara	solvara.com	modern_startup	v6	TAKEN				0	0	0		TAKEN
Solvedos	solvedos.com	enterprise_invented	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Solven	solven.com	enterprise_invented	v2	TAKEN				1	0	1	Solven Technology Inc. (Active)	TAKEN
Solvendor	solvendor.com	pro_invented_long	v1	TAKEN				0	0	0		TAKEN
Solveriant	solveriant.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Solveric	solveric.com	enterprise_invented	v2	TAKEN				0	0	0		TAKEN
Solverica	solverica.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Solveris	solveris.com	enterprise_invented	v2	TAKEN				0	0	0		TAKEN
Solveritas	solveritas.com	tech_latin_abstract	v3	TAKEN				0	0	0		TAKEN
Solvex	solvex.com	short_invented	v1,v6	TAKEN				1	1	2	SolveX Canada Inc. (Dissolved for non-co)	TAKEN
Solvik	solvik.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Solvor	solvor.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Solvora	solvora.com	tech_short	v3	TAKEN				0	0	0		TAKEN
Solwave	solwave.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Solwright	solwright.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Sondaria	sondaria.com	pro_invented_long	v1	TAKEN				0	0	0		TAKEN
Sondell	sondell.com	tech_mid	v3	TAKEN				0	0	0		TAKEN
Sondervic	sondervic.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Sondex	sondex.com	short_invented	v5,v6	TAKEN				0	2	2	LES PLASTIQUES SONDEX INC. SONDEX PLASTI (Dissolved for non-co)	TAKEN
Sondor	sondor.com	enterprise_invented	v2	TAKEN				0	1	1	LES DISQUES SONDOR INC. (Dissolved for non-co)	TAKEN
Sondrik	sondrik.com	pro_invented_short	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Soraxis	soraxis.com	tech_latin_abstract	v3	TAKEN				0	0	0		TAKEN
Sorben	sorben.com	modern_abstract	v1	TAKEN				0	0	0		TAKEN
Sorenta	sorenta.com	enterprise_invented	v2	TAKEN				0	0	0		TAKEN
Sorven	sorven.com	pro_invented_short	v1	TAKEN				0	0	0		TAKEN
Sorvo	sorvo.com	tech_short	v3	TAKEN				0	0	0		TAKEN
Southbrook	southbrook.com	two_word	v6	TAKEN				0	0	0		TAKEN
Spartancore	spartancore.com	greek_roman_chad	v2	TAKEN				0	0	0		TAKEN
Spartanforge	spartanforge.com	greek_roman_chad	v2	TAKEN				0	0	0		TAKEN
Spartanvault	spartanvault.com	greek_roman_chad	v2	TAKEN				0	0	0		TAKEN
Spartanworks	spartanworks.com	greek_roman_chad	v2	TAKEN				0	0	0		TAKEN
Srovendel	srovendel.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Standford	standford.com	two_word_pro	v1	TAKEN				0	0	0		TAKEN
Standpath	standpath.com	two_word_pro	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Steadfield	steadfield.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Steadport	steadport.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Steadridge	steadridge.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Steadstone	steadstone.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Steadwell	steadwell.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Steadwright	steadwright.com	two_word_pro	v1	TAKEN				0	0	0		TAKEN
Steadyline	steadyline.com	two_word_pro	v1	TAKEN				0	0	0		TAKEN
Steadyport	steadyport.com	two_word	v6	TAKEN				0	0	0		TAKEN
Steelmere	steelmere.com	two_word	v6	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelandel	stelandel.com	enterprise_invented	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelandor	stelandor.com	tech_mid	v3	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelanence	stelanence.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelant	stelant.com	tech_modern	v3	TAKEN				0	0	0		TAKEN
Stelanta	stelanta.com	enterprise_invented	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelantheria	stelantheria.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelare	stelare.com	tech_modern	v3	TAKEN				0	0	0		TAKEN
Stelarica	stelarica.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelaris	stelaris.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Stelaros	stelaros.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Stelatial	stelatial.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelatic	stelatic.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Stelatide	stelatide.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Stelatier	stelatier.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelavos	stelavos.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelbase	stelbase.com	tech_modern	v3	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelbaxis	stelbaxis.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelbonia	stelbonia.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Steldanti	steldanti.com	tech_modern	v3	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Steldek	steldek.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Steldord	steldord.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Steldova	steldova.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Steldroma	steldroma.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Steldron	steldron.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Steleska	steleska.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelesta	stelesta.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelina	stelina.com	enterprise_invented	v2	TAKEN				1	0	1	Gestion Stelina Inc. Stelina Holdings In (Active)	TAKEN
Stelinova	stelinova.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelitheon	stelitheon.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelivity	stelivity.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelmar	stelmar.com	pro_invented_short	v1	TAKEN				1	0	1	First Stelmar Properties Corporation (Active)	TAKEN
Stelmex	stelmex.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelnor	stelnor.com	pro_invented_short	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelo	stelo.com	tech_short	v3	TAKEN				2	1	3	NORDA STELO INC. (Active)	TAKEN
Stelodex	stelodex.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelometric	stelometric.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelonex	stelonex.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelora	stelora.com	tech_short	v3	TAKEN				0	0	0		TAKEN
Stelorant	stelorant.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Steloria	steloria.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Stelorica	stelorica.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelostra	stelostra.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelovaris	stelovaris.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelpath	stelpath.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelpeak	stelpeak.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelplex	stelplex.com	compound_modern	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelraxis	stelraxis.com	tech_latin_abstract	v3	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelridge	stelridge.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelriver	stelriver.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Stelsummit	stelsummit.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Steltor	steltor.com	tech_general	v5	TAKEN				2	0	2	STELTOR CORPORATION CORPORATION STELTOR (Active)	TAKEN
Stelvant	stelvant.com	compound_modern	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelvarin	stelvarin.com	latin_long	v6	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelvarra	stelvarra.com	pro_invented_long	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelvedos	stelvedos.com	enterprise_invented	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelven	stelven.com	pro_invented_short	v1	TAKEN				0	0	0		TAKEN
Stelveriant	stelveriant.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelveric	stelveric.com	enterprise_invented	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelveris	stelveris.com	enterprise_invented	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelveritas	stelveritas.com	tech_latin_abstract	v3	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelverith	stelverith.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelvex	stelvex.com	compound_modern	v1	TAKEN				0	0	0		TAKEN
Stelvik	stelvik.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Stelvonia	stelvonia.com	pro_invented_long	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelvra	stelvra.com	pro_invented_short	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelwave	stelwave.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stelwright	stelwright.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stenveritas	stenveritas.com	tech_latin_abstract	v3	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stenvex	stenvex.com	compound_modern	v1	TAKEN				0	0	0		TAKEN
Stenwell	stenwell.com	pro_invented_short	v1	TAKEN				0	0	0		TAKEN
Stillfield	stillfield.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Stillgate	stillgate.com	two_word_pro	v1	TAKEN				0	0	0		TAKEN
Stillgrove	stillgrove.com	two_word	v6	TAKEN				0	0	0		TAKEN
Stillport	stillport.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Stillridge	stillridge.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Stillstone	stillstone.com	tech_general	v5	TAKEN				1	0	1	StillStone Capital inc. (Active)	TAKEN
Stillwell	stillwell.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Stoneforge	stoneforge.com	two_word	v6	TAKEN				0	1	1	STONEFORGE CONSTRUCTION INC. (Dissolved for non-co)	TAKEN
Stoneline	stoneline.com	two_word_pro	v1	TAKEN				1	0	1	Sam StoneLine Construction & Restoration (Active)	TAKEN
Stradenia	stradenia.com	pro_invented_long	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stradivor	stradivor.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stradon	stradon.com	pro_invented_short	v1	TAKEN				0	0	0		TAKEN
Stradonia	stradonia.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Stradorial	stradorial.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Stradox	stradox.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Stradyne	stradyne.com	pro_invented_short	v1	TAKEN				0	0	0		TAKEN
Strandel	strandel.com	pro_invented_short	v1	TAKEN				0	0	0		TAKEN
Strathmore	strathmore.com	pro_invented_long	v1	TAKEN				7	4	11	STRATHMORE ANTIQUES INC. ANTIQUITÉS STRA (Dissolved for non-co)	TAKEN
StreetsvilleCraft	streetsvillecraft.com	geographic	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
StreetsvilleLabs	streetsvillelabs.com	geographic	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Strendaroth	strendaroth.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Strexora	strexora.com	tech_short	v3	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Strident	strident.com	compound_modern	v1	TAKEN				1	1	2	Strident Films, Inc. (Dissolved by the cor)	TAKEN
Stridmar	stridmar.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Strongport	strongport.com	two_word	v6	TAKEN				0	0	0		TAKEN
Strydor	strydor.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Strydora	strydora.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Strynt	strynt.com	enterprise_invented	v2	TAKEN				0	0	0		TAKEN
Syntavex	syntavex.com	pro_invented_short	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Synthar	synthar.com	tech_latin_abstract	v3	TAKEN				0	0	0		TAKEN
Synthex	synthex.com	tech_mid	v3	TAKEN				1	0	1	Synthex Software Inc. (Active)	TAKEN
Talverin	talverin.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Talvex	talvex.com	modern_abstract	v1	TAKEN				0	0	0		TAKEN
Tarendor	tarendor.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Tarvor	tarvor.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Tarvora	tarvora.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Tendora	tendora.com	pro_invented_short	v1	TAKEN				0	0	0		TAKEN
Tendrin	tendrin.com	pro_invented_short	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Tendrium	tendrium.com	pro_invented_long	v1	TAKEN				0	0	0		TAKEN
Tendro	tendro.com	short_invented	v6	TAKEN				0	0	0		TAKEN
Tervanis	tervanis.com	latin_long	v6	TAKEN				0	0	0		TAKEN
Tigerclad	tigerclad.com	moggy_sigma	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Tigerforge	tigerforge.com	moggy_sigma	v2	TAKEN				0	0	0		TAKEN
Tovaron	tovaron.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Travidor	travidor.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Trendvaris	trendvaris.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Trevandos	trevandos.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Trevant	trevant.com	modern_abstract	v1	TAKEN				0	0	0		TAKEN
Trevarith	trevarith.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Trevarra	trevarra.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Trevelta	trevelta.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Trevidor	trevidor.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Triada	triada.com	tech_latin_abstract	v3	TAKEN				0	0	0		TAKEN
Triton34	triton34.com	greek_roman_chad	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Tritonforge	tritonforge.com	greek_roman_chad	v2	TAKEN				0	0	0		TAKEN
Tritonridge	tritonridge.com	greek_roman_chad	v2	TAKEN				0	0	0		TAKEN
Tritonworks	tritonworks.com	greek_roman_chad	v2	TAKEN				0	0	0		TAKEN
Trovendel	trovendel.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Truefield	truefield.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Truepath	truepath.com	two_word	v6	TAKEN				2	0	2	TruePath Healthcare  Corporation (Active)	TAKEN
Trueport	trueport.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Trueridge	trueridge.com	tech_general	v5	TAKEN				1	0	1	TrueRidge Holdings Inc. (Active)	TAKEN
Truestone	truestone.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Truewell	truewell.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Truewright	truewright.com	two_word_pro	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Trustforge	trustforge.com	two_word	v6	TAKEN				0	0	0		TAKEN
Trustline	trustline.com	two_word_pro	v1	TAKEN				7	0	7	Trustline Consulting Inc. (Active)	TAKEN
Ulvarist	ulvarist.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Ulvenarith	ulvenarith.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Urovendel	urovendel.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Urvendor	urvendor.com	latin_long	v6	TAKEN				0	0	0		TAKEN
Uvendrik	uvendrik.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Uvron	uvron.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Vanora	vanora.com	tech_mid	v3	TAKEN				0	0	0		TAKEN
Vanto	vanto.com	tech_short	v3	TAKEN				0	0	0		TAKEN
Varenza	varenza.com	enterprise_invented	v2	TAKEN				0	0	0		TAKEN
Veldox	veldox.com	short_invented	v6	TAKEN				0	0	0		TAKEN
Veldris	veldris.com	pro_invented_short	v1	TAKEN				0	0	0		TAKEN
Vellum	vellum.com	pro_invented_short	v1	TAKEN				3	0	3	Vellum Living Inc. (Active)	TAKEN
Velmara	velmara.com	modern_startup	v6	TAKEN				0	0	0		TAKEN
Velmark	velmark.com	pro_invented_short	v1	TAKEN				0	1	1	VELMARK ENTERPRISES CORP. (Dissolved for non-co)	TAKEN
Velnex	velnex.com	compound_modern	v1	TAKEN				0	0	0		TAKEN
Velnix	velnix.com	pro_invented_short	v1	TAKEN				0	0	0		TAKEN
Velorra	velorra.com	pro_invented_short	v1	TAKEN				0	0	0		TAKEN
Velvarith	velvarith.com	latin_long	v6	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Velvix	velvix.com	short_invented	v6	TAKEN				0	0	0		TAKEN
Velvor	velvor.com	short_invented	v6	TAKEN				0	0	0		TAKEN
Vendanence	vendanence.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Vendantheria	vendantheria.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Vendara	vendara.com	modern_startup	v3,v6	TAKEN				0	0	0		TAKEN
Vendaris	vendaris.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Vendarist	vendarist.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Vendarith	vendarith.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Vendaron	vendaron.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Vendaros	vendaros.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Vendaroth	vendaroth.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Vendatial	vendatial.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Vendatic	vendatic.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Vendatide	vendatide.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Vendatier	vendatier.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Vendavos	vendavos.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Venddroma	venddroma.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Vendivity	vendivity.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Vendix	vendix.com	short_invented	v6	TAKEN				0	0	0		TAKEN
Vendodex	vendodex.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Vendometric	vendometric.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Vendonex	vendonex.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Vendora	vendora.com	pro_invented_short	v1	TAKEN				0	0	0		TAKEN
Vendoria	vendoria.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Vendtor	vendtor.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Vendveriant	vendveriant.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Vendverith	vendverith.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Vendvor	vendvor.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Vendwave	vendwave.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Veox	veox.com	tech_short	v3	TAKEN				0	0	0		TAKEN
Verandel	verandel.com	enterprise_invented	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Verandil	verandil.com	enterprise_invented	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Verant	verant.com	compound_modern	v1	TAKEN				0	0	0		TAKEN
Veranta	veranta.com	enterprise_invented	v2	TAKEN				0	0	0		TAKEN
Veranthia	veranthia.com	pro_invented_long	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Veranthor	veranthor.com	pro_invented_long	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Veranthos	veranthos.com	enterprise_invented	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Veranza	veranza.com	enterprise_invented	v2	TAKEN				0	0	0		TAKEN
Verax	verax.com	short_invented	v6	TAKEN				1	1	2	VERAX HOLDINGS LTD. LES PLACEMENTS VERAX (Dissolved for non-co)	TAKEN
Verbase	verbase.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Verbaxis	verbaxis.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Verbonia	verbonia.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Vercive	vercive.com	enterprise_invented	v2	TAKEN				0	0	0		TAKEN
Vercore	vercore.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Verdek	verdek.com	tech_general	v5	TAKEN				0	1	1	BOIS & PLASTIQUE VERDEK INC. VERDEK WOOD (Dissolved for non-co)	TAKEN
Verdivex	verdivex.com	compound_modern	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Verdord	verdord.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Verdova	verdova.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Verendel	verendel.com	pro_invented_short	v1	TAKEN				0	0	0		TAKEN
Verendola	verendola.com	pro_invented_long	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Verenta	verenta.com	enterprise_invented	v2	TAKEN				0	0	0		TAKEN
Veresca	veresca.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Vergrid	vergrid.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Veridian	veridian.com	enterprise_invented	v2	TAKEN				6	1	7	Veridian Inc. (Dissolved for non-co)	TAKEN
Veridicta	veridicta.com	enterprise_invented	v2	TAKEN				0	0	0		TAKEN
Veridos	veridos.com	enterprise_invented	v2	TAKEN				0	0	0		TAKEN
Verita	verita.com	tech_mid	v3	TAKEN				1	0	1	SK-Verita Consulting Inc. (Active)	TAKEN
Veritalis	veritalis.com	tech_latin_abstract	v3	TAKEN				0	0	0		TAKEN
Veritarian	veritarian.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Verith	verith.com	pro_invented_short	v1	TAKEN				0	0	0		TAKEN
Veritor	veritor.com	enterprise_invented	v2	TAKEN				0	0	0		TAKEN
Verlare	verlare.com	tech_modern	v3	TAKEN				0	0	0		TAKEN
Verlight	verlight.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Verlin	verlin.com	short_invented	v6	TAKEN				0	0	0		TAKEN
Vermarrick	vermarrick.com	pro_invented_long	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Vermont	vermont.com	pro_invented_short	v1	TAKEN				2	6	8	MONTREAL NEW YORK VERMONT PROPERTIES (MN (Dissolved by the cor)	TAKEN
Vernath	vernath.com	pro_invented_short	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Verond	verond.com	pro_invented_short	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Verprime	verprime.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Vespor	vespor.com	enterprise_invented	v2	TAKEN				0	0	0		TAKEN
